x	170	=	396
y	170	=	726
x	171	=	312
y	171	=	810
x	172	=	190
y	172	=	932
x	173	=	93
y	173	=	1029
x	174	=	860
y	174	=	214
x	175	=	876
y	175	=	226
x	176	=	856
y	176	=	226
x	177	=	809
y	177	=	193
x	178	=	795
y	178	=	207
x	179	=	832
y	179	=	182
x	180	=	824
y	180	=	155
x	181	=	512
y	181	=	193
x	182	=	458
y	182	=	193
x	183	=	834
y	183	=	468
x	184	=	837
y	184	=	511
x	185	=	877
y	185	=	435
x	186	=	859
y	186	=	417
x	187	=	836
y	187	=	263
x	188	=	836
y	188	=	281
x	189	=	798
y	189	=	231
x	190	=	785
y	190	=	231
x	191	=	760
y	191	=	193
x	192	=	817
y	192	=	283
x	193	=	804
y	193	=	270
x	194	=	791
y	194	=	114
x	195	=	751
y	195	=	130
x	196	=	774
y	196	=	153
x	197	=	963
y	197	=	428
x	198	=	801
y	198	=	385
x	199	=	789
y	199	=	385
x	200	=	723
y	200	=	526
x	201	=	676
y	201	=	508
x	202	=	633
y	202	=	490
x	203	=	865
y	203	=	539
x	204	=	817
y	204	=	511
x	205	=	368
y	205	=	183
x	206	=	305
y	206	=	188
x	207	=	339
y	207	=	154
x	208	=	392
y	208	=	241
x	209	=	392
y	209	=	271
x	210	=	409
y	210	=	288
x	211	=	410
y	211	=	335
x	212	=	446
y	212	=	345
x	213	=	446
y	213	=	367
x	214	=	465
y	214	=	326
x	215	=	458
y	215	=	273
x	216	=	515
y	216	=	313
x	217	=	645
y	217	=	265
x	218	=	664
y	218	=	246
x	219	=	595
y	219	=	293
x	220	=	461
y	220	=	149
x	221	=	574
y	221	=	90
x	222	=	442
y	222	=	168
x	223	=	520
y	223	=	90
