x	78	=	592
y	78	=	28
x	79	=	582
y	79	=	28
x	80	=	544
y	80	=	28
x	81	=	516
y	81	=	28
x	82	=	597
y	82	=	44
x	83	=	580
y	83	=	61
x	84	=	566
y	84	=	47
x	85	=	538
y	85	=	47
x	86	=	482
y	86	=	103
x	87	=	530
y	87	=	80
x	88	=	484
y	88	=	80
x	89	=	390
y	89	=	138
x	90	=	400
y	90	=	128
x	91	=	404
y	91	=	138
x	92	=	467
y	92	=	138
x	93	=	522
y	93	=	138
x	94	=	550
y	94	=	138
x	95	=	594
y	95	=	287
x	96	=	565
y	96	=	287
x	97	=	538
y	97	=	287
x	98	=	502
y	98	=	251
x	99	=	487
y	99	=	251
x	100	=	432
y	100	=	251
x	101	=	538
y	101	=	345
x	102	=	567
y	102	=	374
x	103	=	593
y	103	=	400
x	104	=	629
y	104	=	412
x	105	=	629
y	105	=	395
x	106	=	629
y	106	=	379
x	107	=	629
y	107	=	349
x	108	=	629
y	108	=	308
x	109	=	647
y	109	=	436
x	110	=	683
y	110	=	472
x	111	=	629
y	111	=	481
x	112	=	651
y	112	=	503
x	113	=	651
y	113	=	518
x	114	=	624
y	114	=	576
x	115	=	600
y	115	=	563
x	116	=	600
y	116	=	514
x	117	=	564
y	117	=	478
x	118	=	522
y	118	=	436
x	119	=	597
y	119	=	436
x	120	=	566
y	120	=	436
x	121	=	493
y	121	=	421
x	122	=	457
y	122	=	421
x	123	=	424
y	123	=	421
x	124	=	377
y	124	=	468
x	125	=	439
y	125	=	578
x	126	=	450
y	126	=	589
x	127	=	374
y	127	=	513
x	128	=	411
y	128	=	550
x	129	=	600
y	129	=	605
x	130	=	600
y	130	=	650
x	131	=	618
y	131	=	658
x	132	=	582
y	132	=	658
x	133	=	721
y	133	=	659
x	134	=	775
y	134	=	713
x	135	=	806
y	135	=	744
x	136	=	700
y	136	=	635
x	137	=	700
y	137	=	607
x	138	=	700
y	138	=	579
x	139	=	700
y	139	=	549
x	140	=	731
y	140	=	666
x	141	=	771
y	141	=	706
x	142	=	808
y	142	=	706
x	143	=	846
y	143	=	703
x	144	=	846
y	144	=	643
x	145	=	875
y	145	=	744
x	146	=	944
y	146	=	822
x	147	=	955
y	147	=	822
x	148	=	924
y	148	=	862
x	149	=	901
y	149	=	510
x	150	=	483
y	150	=	28
x	151	=	466
y	151	=	78
x	152	=	490
y	152	=	54
x	153	=	379
y	153	=	103
x	154	=	347
y	154	=	103
x	155	=	325
y	155	=	103
x	156	=	286
y	156	=	103
x	157	=	411
y	157	=	103
x	158	=	737
y	158	=	82
x	159	=	696
y	159	=	41
x	160	=	809
y	160	=	171
x	161	=	422
y	161	=	191
x	162	=	334
y	162	=	239
x	163	=	334
y	163	=	280
x	164	=	334
y	164	=	297
x	165	=	334
y	165	=	345
x	166	=	284
y	166	=	395
x	167	=	323
y	167	=	434
x	168	=	347
y	168	=	458
x	169	=	367
y	169	=	478
x	170	=	294
y	170	=	632
x	171	=	294
y	171	=	716
x	172	=	172
y	172	=	838
x	173	=	75
y	173	=	935
x	174	=	861
y	174	=	298
x	175	=	861
y	175	=	267
x	176	=	841
y	176	=	267
x	177	=	789
y	177	=	267
x	178	=	803
y	178	=	281
x	179	=	861
y	179	=	223
x	180	=	826
y	180	=	188
x	181	=	489
y	181	=	138
x	182	=	435
y	182	=	138
x	183	=	680
y	183	=	549
x	184	=	651
y	184	=	582
x	185	=	732
y	185	=	535
x	186	=	732
y	186	=	517
x	187	=	805
y	187	=	331
x	188	=	787
y	188	=	349
x	189	=	748
y	189	=	284
x	190	=	735
y	190	=	297
x	191	=	748
y	191	=	246
x	192	=	748
y	192	=	370
x	193	=	736
y	193	=	370
x	194	=	793
y	194	=	147
x	195	=	770
y	195	=	186
x	196	=	748
y	196	=	208
x	197	=	804
y	197	=	528
x	198	=	719
y	198	=	472
x	199	=	707
y	199	=	472
x	200	=	600
y	200	=	543
x	201	=	582
y	201	=	496
x	202	=	539
y	202	=	453
x	203	=	651
y	203	=	607
x	204	=	651
y	204	=	562
x	205	=	345
y	205	=	138
x	206	=	282
y	206	=	138
x	207	=	316
y	207	=	138
x	208	=	334
y	208	=	173
x	209	=	334
y	209	=	198
x	210	=	334
y	210	=	215
x	211	=	334
y	211	=	264
x	212	=	380
y	212	=	270
x	213	=	358
y	213	=	292
x	214	=	399
y	214	=	251
x	215	=	422
y	215	=	219
x	216	=	459
y	216	=	251
x	217	=	617
y	217	=	287
x	218	=	636
y	218	=	287
x	219	=	538
y	219	=	311
x	220	=	448
y	220	=	80
x	221	=	561
y	221	=	80
x	222	=	429
y	222	=	99
x	223	=	507
y	223	=	80
