x	213	=	301
y	213	=	183
x	214	=	342
y	214	=	164
x	215	=	365
y	215	=	134
x	216	=	430
y	216	=	229
x	217	=	639
y	217	=	229
x	218	=	658
y	218	=	229
x	219	=	561
y	219	=	304
x	220	=	335
y	220	=	4
x	221	=	559
y	221	=	92
x	222	=	316
y	222	=	4
x	223	=	491
y	223	=	137
